Sample,DateTime,ElapsedTime,Voltage,Current,Temperature,LogRowTime(ms),LogStatus
5614,2025-05-29 18:12:11,56144.604,3680,-446,29.0,43,SUCCESS
5615,2025-05-29 18:12:21,56154.605,3680,-446,29.0,43,SUCCESS
5616,2025-05-29 18:12:31,56164.605,3680,-444,29.0,42,SUCCESS
5617,2025-05-29 18:12:41,56174.606,3680,-446,29.0,40,SUCCESS
5618,2025-05-29 18:12:51,56184.606,3668,-516,29.0,41,SUCCESS
5619,2025-05-29 18:13:01,56194.606,3679,-447,29.0,40,SUCCESS
5620,2025-05-29 18:13:11,56204.606,3679,-446,29.0,39,SUCCESS
5621,2025-05-29 18:13:21,56214.607,3679,-446,29.0,39,SUCCESS
5622,2025-05-29 18:13:31,56224.607,3679,-447,29.0,39,SUCCESS
5623,2025-05-29 18:13:41,56234.608,3679,-447,29.0,39,SUCCESS
5624,2025-05-29 18:13:51,56244.608,3679,-447,29.0,37,SUCCESS
5625,2025-05-29 18:14:01,56254.608,3679,-511,29.0,38,SUCCESS
5626,2025-05-29 18:14:11,56264.609,3670,-534,29.0,35,SUCCESS
5627,2025-05-29 18:14:21,56274.609,3679,-447,29.0,38,SUCCESS
5628,2025-05-29 18:14:31,56284.609,3665,-480,29.0,53,SUCCESS
5629,2025-05-29 18:14:41,56294.610,3678,-447,29.0,53,SUCCESS
5630,2025-05-29 18:14:51,56304.611,3657,-523,29.0,52,SUCCESS
5631,2025-05-29 18:15:01,56314.611,3666,-522,29.0,49,SUCCESS
5632,2025-05-29 18:15:11,56324.612,3678,-447,29.0,49,SUCCESS
5633,2025-05-29 18:15:21,56334.612,3666,-503,29.0,50,SUCCESS
5634,2025-05-29 18:15:31,56344.613,3679,-443,29.1,55,SUCCESS
5635,2025-05-29 18:15:41,56354.613,3678,-446,29.0,48,SUCCESS
5636,2025-05-29 18:15:51,56364.614,3678,-446,29.1,48,SUCCESS
5637,2025-05-29 18:16:01,56374.614,3679,-445,29.1,47,SUCCESS
5638,2025-05-29 18:16:11,56384.614,3666,-460,29.1,46,SUCCESS
5639,2025-05-29 18:16:21,56394.614,3678,-446,29.1,48,SUCCESS
5640,2025-05-29 18:16:31,56404.614,3678,-446,29.1,46,SUCCESS
5641,2025-05-29 18:16:41,56414.615,3678,-445,29.1,46,SUCCESS
5642,2025-05-29 18:16:51,56424.616,3678,-446,29.1,47,SUCCESS
5643,2025-05-29 18:17:01,56434.616,3676,-502,29.1,48,SUCCESS
5644,2025-05-29 18:17:11,56444.617,3678,-446,29.1,47,SUCCESS
5645,2025-05-29 18:17:21,56454.618,3678,-444,29.1,44,SUCCESS
5646,2025-05-29 18:17:31,56464.618,3677,-448,29.1,44,SUCCESS
5647,2025-05-29 18:17:41,56474.618,3678,-445,29.1,44,SUCCESS
5648,2025-05-29 18:17:51,56484.618,3678,-446,29.1,44,SUCCESS
5649,2025-05-29 18:18:01,56494.619,3678,-445,29.1,43,SUCCESS
5650,2025-05-29 18:18:11,56504.619,3678,-445,29.1,41,SUCCESS
5651,2025-05-29 18:18:21,56514.620,3677,-448,29.1,43,SUCCESS
5652,2025-05-29 18:18:31,56524.620,3677,-447,29.1,42,SUCCESS
5653,2025-05-29 18:18:41,56534.621,3677,-447,29.1,42,SUCCESS
5654,2025-05-29 18:18:51,56544.622,3653,-543,29.1,40,SUCCESS
5655,2025-05-29 18:19:01,56554.622,3667,-522,29.1,39,SUCCESS
5656,2025-05-29 18:19:11,56564.623,3677,-447,29.1,38,SUCCESS
5657,2025-05-29 18:19:21,56574.624,3677,-447,29.1,38,SUCCESS
5658,2025-05-29 18:19:31,56584.624,3653,-526,29.1,38,SUCCESS
5659,2025-05-29 18:19:41,56594.625,3674,-449,29.1,36,SUCCESS
5660,2025-05-29 18:19:51,56604.625,3655,-537,29.1,53,SUCCESS
5661,2025-05-29 18:20:01,56614.626,3677,-449,29.1,52,SUCCESS
5662,2025-05-29 18:20:11,56624.626,3671,-501,29.1,52,SUCCESS
5663,2025-05-29 18:20:21,56634.626,3676,-517,29.1,52,SUCCESS
5664,2025-05-29 18:20:31,56644.627,3677,-446,29.1,50,SUCCESS
5665,2025-05-29 18:20:41,56654.628,3677,-446,29.1,49,SUCCESS
5666,2025-05-29 18:20:51,56664.629,3677,-448,29.1,47,SUCCESS
5667,2025-05-29 18:21:01,56674.629,3676,-448,29.1,48,SUCCESS
5668,2025-05-29 18:21:11,56684.629,3662,-529,29.1,47,SUCCESS
5669,2025-05-29 18:21:21,56694.630,3667,-527,29.1,47,SUCCESS
5670,2025-05-29 18:21:31,56704.630,3663,-510,29.1,48,SUCCESS
5671,2025-05-29 18:21:41,56714.631,3676,-448,29.1,47,SUCCESS
5672,2025-05-29 18:21:51,56724.631,3676,-448,29.1,48,SUCCESS
5673,2025-05-29 18:22:01,56734.632,3676,-446,29.1,47,SUCCESS
5674,2025-05-29 18:22:11,56744.632,3676,-446,29.1,45,SUCCESS
5675,2025-05-29 18:22:21,56754.632,3663,-523,29.1,43,SUCCESS
5676,2025-05-29 18:22:31,56764.632,3676,-448,29.1,46,SUCCESS
5677,2025-05-29 18:22:41,56774.633,3660,-508,29.1,44,SUCCESS
5678,2025-05-29 18:22:51,56784.633,3676,-447,29.1,44,SUCCESS
5679,2025-05-29 18:23:01,56794.634,3658,-525,29.1,43,SUCCESS
5680,2025-05-29 18:23:11,56804.634,3652,-528,29.1,43,SUCCESS
5681,2025-05-29 18:23:21,56814.635,3655,-516,29.1,41,SUCCESS
5682,2025-05-29 18:23:31,56824.636,3662,-549,29.2,43,SUCCESS
5683,2025-05-29 18:23:41,56834.636,3655,-540,29.2,41,SUCCESS
5684,2025-05-29 18:23:51,56844.637,3669,-536,29.2,40,SUCCESS
5685,2025-05-29 18:24:01,56854.638,3665,-540,29.2,40,SUCCESS
5686,2025-05-29 18:24:11,56864.638,3671,-464,29.2,38,SUCCESS
5687,2025-05-29 18:24:21,56874.638,3675,-448,29.2,38,SUCCESS
5688,2025-05-29 18:24:31,56884.638,3663,-531,29.2,40,SUCCESS
5689,2025-05-29 18:24:41,56894.639,3667,-515,29.2,39,SUCCESS
5690,2025-05-29 18:24:51,56904.640,3666,-475,29.2,37,SUCCESS
5691,2025-05-29 18:25:01,56914.640,3657,-527,29.2,36,SUCCESS
5692,2025-05-29 18:25:11,56924.641,3657,-508,29.2,51,SUCCESS
5693,2025-05-29 18:25:21,56934.641,3674,-450,29.2,51,SUCCESS
5694,2025-05-29 18:25:31,56944.642,3658,-532,29.2,50,SUCCESS
5695,2025-05-29 18:25:41,56954.642,3674,-450,29.2,49,SUCCESS
5696,2025-05-29 18:25:51,56964.643,3674,-451,29.2,49,SUCCESS
5697,2025-05-29 18:26:01,56974.643,3651,-531,29.2,50,SUCCESS
5698,2025-05-29 18:26:11,56984.644,3662,-517,29.2,50,SUCCESS
5699,2025-05-29 18:26:21,56994.644,3674,-448,29.2,49,SUCCESS
5700,2025-05-29 18:26:31,57004.644,3665,-458,29.2,47,SUCCESS
5701,2025-05-29 18:26:41,57014.644,3674,-446,29.2,48,SUCCESS
5702,2025-05-29 18:26:51,57024.645,3662,-524,29.2,46,SUCCESS
5703,2025-05-29 18:27:01,57034.645,3674,-448,29.2,52,SUCCESS
5704,2025-05-29 18:27:11,57044.645,3657,-533,29.3,48,SUCCESS
5705,2025-05-29 18:27:21,57054.646,3674,-447,29.3,46,SUCCESS
5706,2025-05-29 18:27:31,57064.647,3674,-508,29.3,45,SUCCESS
5707,2025-05-29 18:27:41,57074.647,3674,-489,29.3,43,SUCCESS
5708,2025-05-29 18:27:51,57084.647,3651,-546,29.3,47,SUCCESS
5709,2025-05-29 18:28:01,57094.648,3673,-449,29.3,47,SUCCESS
5710,2025-05-29 18:28:11,57104.649,3661,-529,29.3,44,SUCCESS
5711,2025-05-29 18:28:21,57114.649,3674,-448,29.3,43,SUCCESS
5712,2025-05-29 18:28:31,57124.650,3674,-447,29.3,41,SUCCESS
5713,2025-05-29 18:28:41,57134.650,3674,-466,29.3,42,SUCCESS
5714,2025-05-29 18:28:51,57144.651,3674,-447,29.3,42,SUCCESS
5715,2025-05-29 18:29:01,57154.651,3673,-448,29.3,41,SUCCESS
5716,2025-05-29 18:29:11,57164.652,3673,-449,29.3,42,SUCCESS
5717,2025-05-29 18:29:21,57174.653,3673,-449,29.3,39,SUCCESS
5718,2025-05-29 18:29:31,57184.653,3665,-530,29.3,40,SUCCESS
5719,2025-05-29 18:29:41,57194.654,3673,-450,29.3,39,SUCCESS
5720,2025-05-29 18:29:51,57204.655,3674,-485,29.3,37,SUCCESS
5721,2025-05-29 18:30:01,57214.656,3646,-557,29.3,37,SUCCESS
5722,2025-05-29 18:30:11,57224.656,3673,-447,29.3,52,SUCCESS
5723,2025-05-29 18:30:21,57234.657,3673,-447,29.3,52,SUCCESS
5724,2025-05-29 18:30:31,57244.657,3673,-447,29.3,52,SUCCESS
5725,2025-05-29 18:30:41,57254.658,3648,-549,29.3,51,SUCCESS
5726,2025-05-29 18:30:51,57264.658,3663,-528,29.3,50,SUCCESS
5727,2025-05-29 18:31:01,57274.659,3659,-519,29.3,51,SUCCESS
5728,2025-05-29 18:31:11,57284.659,3660,-535,29.3,52,SUCCESS
5729,2025-05-29 18:31:21,57294.660,3656,-531,29.3,48,SUCCESS
5730,2025-05-29 18:31:31,57304.661,3672,-449,29.3,47,SUCCESS
5731,2025-05-29 18:31:41,57314.661,3673,-447,29.3,48,SUCCESS
5732,2025-05-29 18:31:51,57324.662,3661,-458,29.3,45,SUCCESS
5733,2025-05-29 18:32:01,57334.663,3673,-500,29.3,46,SUCCESS
5734,2025-05-29 18:32:11,57344.664,3673,-447,29.3,44,SUCCESS
5735,2025-05-29 18:32:21,57354.664,3672,-448,29.3,44,SUCCESS
5736,2025-05-29 18:32:31,57364.665,3663,-536,29.3,42,SUCCESS
5737,2025-05-29 18:32:41,57374.665,3671,-522,29.3,43,SUCCESS
5738,2025-05-29 18:32:51,57384.666,3672,-448,29.3,43,SUCCESS
5739,2025-05-29 18:33:01,57394.666,3672,-447,29.3,41,SUCCESS
5740,2025-05-29 18:33:11,57404.667,3663,-521,29.3,41,SUCCESS
5741,2025-05-29 18:33:22,57414.668,3671,-447,29.4,40,SUCCESS
5742,2025-05-29 18:33:32,57424.668,3649,-515,29.4,42,SUCCESS
5743,2025-05-29 18:33:42,57434.668,3671,-448,29.4,39,SUCCESS
5744,2025-05-29 18:33:52,57444.669,3651,-533,29.4,40,SUCCESS
5745,2025-05-29 18:34:02,57454.670,3672,-447,29.4,40,SUCCESS
5746,2025-05-29 18:34:12,57464.670,3672,-448,29.4,38,SUCCESS
5747,2025-05-29 18:34:22,57474.671,3647,-533,29.4,37,SUCCESS
5748,2025-05-29 18:34:32,57484.671,3658,-553,29.4,37,SUCCESS
5749,2025-05-29 18:34:42,57494.672,3671,-449,29.4,52,SUCCESS
5750,2025-05-29 18:34:52,57504.672,3671,-449,29.4,51,SUCCESS
5751,2025-05-29 18:35:02,57514.673,3659,-548,29.4,51,SUCCESS
5752,2025-05-29 18:35:12,57524.673,3654,-527,29.4,51,SUCCESS
5753,2025-05-29 18:35:22,57534.673,3671,-450,29.4,51,SUCCESS
5754,2025-05-29 18:35:32,57544.674,3671,-449,29.4,50,SUCCESS
5755,2025-05-29 18:35:42,57554.675,3670,-459,29.4,48,SUCCESS
5756,2025-05-29 18:35:52,57564.675,3663,-530,29.4,48,SUCCESS
5757,2025-05-29 18:36:02,57574.676,3671,-449,29.4,49,SUCCESS
5758,2025-05-29 18:36:12,57584.676,3655,-531,29.4,46,SUCCESS
5759,2025-05-29 18:36:22,57594.677,3671,-448,29.4,45,SUCCESS
5760,2025-05-29 18:36:32,57604.677,3671,-449,29.4,47,SUCCESS
5761,2025-05-29 18:36:42,57614.678,3671,-446,29.4,46,SUCCESS
5762,2025-05-29 18:36:52,57624.678,3670,-450,29.4,46,SUCCESS
5763,2025-05-29 18:37:02,57634.679,3671,-450,29.4,44,SUCCESS
5764,2025-05-29 18:37:12,57644.679,3671,-449,29.4,46,SUCCESS
5765,2025-05-29 18:37:22,57654.680,3671,-448,29.4,46,SUCCESS
5766,2025-05-29 18:37:32,57664.680,3670,-448,29.4,43,SUCCESS
5767,2025-05-29 18:37:42,57674.681,3670,-449,29.4,43,SUCCESS
5768,2025-05-29 18:37:52,57684.681,3657,-484,29.4,42,SUCCESS
5769,2025-05-29 18:38:02,57694.682,3671,-447,29.4,41,SUCCESS
5770,2025-05-29 18:38:12,57704.683,3670,-447,29.4,43,SUCCESS
5771,2025-05-29 18:38:22,57714.683,3670,-506,29.4,42,SUCCESS
5772,2025-05-29 18:38:32,57724.683,3670,-449,29.4,43,SUCCESS
5773,2025-05-29 18:38:42,57734.685,3663,-539,29.4,39,SUCCESS
5774,2025-05-29 18:38:52,57744.685,3670,-447,29.4,38,SUCCESS
5775,2025-05-29 18:39:02,57754.686,3658,-478,29.4,40,SUCCESS
5776,2025-05-29 18:39:12,57764.687,3655,-482,29.4,37,SUCCESS
5777,2025-05-29 18:39:22,57774.687,3670,-449,29.4,37,SUCCESS
5778,2025-05-29 18:39:32,57784.688,3656,-461,29.4,53,SUCCESS
5779,2025-05-29 18:39:42,57794.688,3670,-448,29.4,51,SUCCESS
5780,2025-05-29 18:39:52,57804.688,3670,-448,29.4,51,SUCCESS
5781,2025-05-29 18:40:02,57814.688,3670,-448,29.4,50,SUCCESS
5782,2025-05-29 18:40:12,57824.689,3669,-446,29.4,49,SUCCESS
5783,2025-05-29 18:40:22,57834.689,3662,-511,29.5,52,SUCCESS
5784,2025-05-29 18:40:32,57844.690,3669,-449,29.5,51,SUCCESS
5785,2025-05-29 18:40:42,57854.691,3669,-449,29.4,50,SUCCESS
5786,2025-05-29 18:40:52,57864.692,3670,-448,29.5,47,SUCCESS
5787,2025-05-29 18:41:02,57874.692,3663,-525,29.5,47,SUCCESS
5788,2025-05-29 18:41:12,57884.693,3669,-447,29.5,47,SUCCESS
5789,2025-05-29 18:41:22,57894.694,3669,-449,29.4,46,SUCCESS
5790,2025-05-29 18:41:32,57904.694,3669,-449,29.5,46,SUCCESS
5791,2025-05-29 18:41:42,57914.694,3669,-449,29.5,46,SUCCESS
5792,2025-05-29 18:41:52,57924.695,3669,-449,29.4,45,SUCCESS
5793,2025-05-29 18:42:02,57934.696,3669,-447,29.5,45,SUCCESS
5794,2025-05-29 18:42:12,57944.697,3669,-448,29.5,43,SUCCESS
5795,2025-05-29 18:42:22,57954.698,3669,-447,29.4,42,SUCCESS
5796,2025-05-29 18:42:32,57964.699,3668,-448,29.5,41,SUCCESS
5797,2025-05-29 18:42:42,57974.710,3669,-448,29.5,44,SUCCESS
5798,2025-05-29 18:42:52,57984.700,3668,-447,29.5,39,SUCCESS
5799,2025-05-29 18:43:02,57994.700,3663,-449,29.5,39,SUCCESS
5800,2025-05-29 18:43:12,58004.701,3669,-490,29.5,38,SUCCESS
5801,2025-05-29 18:43:22,58014.702,3655,-539,29.5,38,SUCCESS
5802,2025-05-29 18:43:32,58024.702,3669,-448,29.5,36,SUCCESS
5803,2025-05-29 18:43:42,58034.703,3668,-448,29.5,37,SUCCESS
5804,2025-05-29 18:43:52,58044.703,3669,-446,29.5,54,SUCCESS
5805,2025-05-29 18:44:02,58054.705,3669,-448,29.5,51,SUCCESS
5806,2025-05-29 18:44:12,58064.705,3668,-447,29.5,49,SUCCESS
5807,2025-05-29 18:44:22,58074.711,3653,-523,29.5,43,SUCCESS
5808,2025-05-29 18:44:32,58084.706,3669,-448,29.5,48,SUCCESS
5809,2025-05-29 18:44:42,58094.709,3668,-449,29.5,47,SUCCESS
5810,2025-05-29 18:44:52,58104.707,3644,-525,29.5,50,SUCCESS
5811,2025-05-29 18:45:02,58114.727,3668,-446,29.5,42,SUCCESS
5812,2025-05-29 18:45:12,58124.708,3668,-449,29.5,48,SUCCESS
5813,2025-05-29 18:45:22,58134.726,3653,-474,29.5,44,SUCCESS
5814,2025-05-29 18:45:32,58144.708,3668,-446,29.5,50,SUCCESS
5815,2025-05-29 18:45:42,58154.710,3667,-448,29.5,46,SUCCESS
5816,2025-05-29 18:45:52,58164.710,3668,-449,29.5,46,SUCCESS
5817,2025-05-29 18:46:02,58174.727,3668,-447,29.5,46,SUCCESS
5818,2025-05-29 18:46:12,58184.711,3667,-465,29.5,44,SUCCESS
5819,2025-05-29 18:46:22,58194.727,3655,-519,29.5,46,SUCCESS
5820,2025-05-29 18:46:32,58204.712,3667,-448,29.5,45,SUCCESS
5821,2025-05-29 18:46:42,58214.726,3668,-449,29.5,47,SUCCESS
5822,2025-05-29 18:46:52,58224.712,3651,-527,29.5,45,SUCCESS
5823,2025-05-29 18:47:02,58234.725,3667,-449,29.5,46,SUCCESS
5824,2025-05-29 18:47:12,58244.714,3667,-449,29.5,40,SUCCESS
5825,2025-05-29 18:47:22,58254.726,3667,-448,29.5,43,SUCCESS
5826,2025-05-29 18:47:32,58264.714,3667,-448,29.5,41,SUCCESS
5827,2025-05-29 18:47:42,58274.725,3667,-447,29.5,46,SUCCESS
5828,2025-05-29 18:47:52,58284.716,3667,-448,29.5,41,SUCCESS
5829,2025-05-29 18:48:02,58294.742,3660,-526,29.5,45,SUCCESS
5830,2025-05-29 18:48:12,58304.717,3666,-449,29.5,37,SUCCESS
5831,2025-05-29 18:48:22,58314.742,3667,-449,29.5,44,SUCCESS
5832,2025-05-29 18:48:32,58324.717,3666,-448,29.5,39,SUCCESS
5833,2025-05-29 18:48:42,58334.742,3667,-448,29.5,43,SUCCESS
5834,2025-05-29 18:48:52,58344.719,3667,-448,29.5,52,SUCCESS
5835,2025-05-29 18:49:02,58354.741,3655,-524,29.5,43,SUCCESS
5836,2025-05-29 18:49:12,58364.720,3653,-535,29.5,51,SUCCESS
5837,2025-05-29 18:49:22,58374.743,3656,-517,29.5,43,SUCCESS
5838,2025-05-29 18:49:32,58384.721,3666,-449,29.5,50,SUCCESS
5839,2025-05-29 18:49:42,58394.758,3666,-449,29.5,42,SUCCESS
5840,2025-05-29 18:49:52,58404.723,3667,-449,29.5,47,SUCCESS
5841,2025-05-29 18:50:02,58414.758,3653,-547,29.5,43,SUCCESS
5842,2025-05-29 18:50:12,58424.725,3645,-581,29.5,46,SUCCESS
5843,2025-05-29 18:50:22,58434.773,3666,-450,29.5,44,SUCCESS
5844,2025-05-29 18:50:32,58444.725,3649,-462,29.5,47,SUCCESS
5845,2025-05-29 18:50:42,58454.758,3644,-532,29.5,43,SUCCESS
5846,2025-05-29 18:50:52,58464.726,3664,-548,29.5,46,SUCCESS
5847,2025-05-29 18:51:02,58474.757,3665,-451,29.5,45,SUCCESS
5848,2025-05-29 18:51:12,58484.728,3665,-450,29.5,42,SUCCESS
5849,2025-05-29 18:51:22,58494.773,3665,-449,29.5,42,SUCCESS
5850,2025-05-29 18:51:32,58504.729,3658,-483,29.5,41,SUCCESS
5851,2025-05-29 18:51:42,58514.775,3665,-448,29.5,43,SUCCESS
5852,2025-05-29 18:51:52,58524.730,3666,-448,29.5,41,SUCCESS
5853,2025-05-29 18:52:02,58534.773,3666,-448,29.5,44,SUCCESS
5854,2025-05-29 18:52:12,58544.731,3640,-582,29.5,42,SUCCESS
5855,2025-05-29 18:52:22,58554.773,3665,-451,29.5,46,SUCCESS
5856,2025-05-29 18:52:32,58564.733,3665,-449,29.5,39,SUCCESS
5857,2025-05-29 18:52:42,58574.804,3665,-449,29.5,45,SUCCESS
5858,2025-05-29 18:52:52,58584.735,3655,-539,29.5,52,SUCCESS
5859,2025-05-29 18:53:02,58594.774,3665,-447,29.5,43,SUCCESS
5860,2025-05-29 18:53:12,58604.736,3665,-448,29.5,49,SUCCESS
5861,2025-05-29 18:53:22,58614.773,3649,-549,29.5,47,SUCCESS
5862,2025-05-29 18:53:32,58624.737,3664,-449,29.5,49,SUCCESS
5863,2025-05-29 18:53:42,58634.788,3664,-450,29.5,45,SUCCESS
5864,2025-05-29 18:53:52,58644.738,3665,-449,29.5,48,SUCCESS
5865,2025-05-29 18:54:02,58654.788,3660,-452,29.5,45,SUCCESS
5866,2025-05-29 18:54:12,58664.738,3664,-449,29.5,48,SUCCESS
5867,2025-05-29 18:54:22,58674.789,3664,-449,29.5,43,SUCCESS
5868,2025-05-29 18:54:32,58684.739,3664,-450,29.5,48,SUCCESS
5869,2025-05-29 18:54:42,58694.818,3664,-451,29.5,45,SUCCESS
5870,2025-05-29 18:54:52,58704.740,3664,-450,29.5,45,SUCCESS
5871,2025-05-29 18:55:02,58714.804,3664,-448,29.5,44,SUCCESS
5872,2025-05-29 18:55:12,58724.741,3664,-448,29.5,47,SUCCESS
5873,2025-05-29 18:55:22,58734.805,3647,-528,29.5,45,SUCCESS
5874,2025-05-29 18:55:32,58744.742,3664,-449,29.5,46,SUCCESS
5875,2025-05-29 18:55:42,58754.820,3646,-540,29.5,44,SUCCESS
5876,2025-05-29 18:55:52,58764.742,3663,-450,29.5,45,SUCCESS
5877,2025-05-29 18:56:02,58774.803,3663,-448,29.5,45,SUCCESS
5878,2025-05-29 18:56:12,58784.744,3664,-448,29.5,42,SUCCESS
5879,2025-05-29 18:56:22,58794.803,3664,-471,29.6,47,SUCCESS
5880,2025-05-29 18:56:32,58804.745,3663,-456,29.6,42,SUCCESS
5881,2025-05-29 18:56:42,58814.837,3664,-496,29.6,43,SUCCESS
5882,2025-05-29 18:56:52,58824.746,3663,-448,29.6,41,SUCCESS
5883,2025-05-29 18:57:02,58834.820,3663,-476,29.5,43,SUCCESS
5884,2025-05-29 18:57:12,58844.747,3663,-449,29.6,40,SUCCESS
5885,2025-05-29 18:57:22,58854.819,3664,-449,29.6,46,SUCCESS
5886,2025-05-29 18:57:32,58864.748,3663,-450,29.5,40,SUCCESS
5887,2025-05-29 18:57:42,58874.821,3644,-529,29.5,43,SUCCESS
5888,2025-05-29 18:57:52,58884.750,3640,-534,29.5,52,SUCCESS
5889,2025-05-29 18:58:02,58894.819,3663,-449,29.5,44,SUCCESS
5890,2025-05-29 18:58:12,58904.751,3663,-449,29.6,51,SUCCESS
5891,2025-05-29 18:58:22,58914.821,3663,-449,29.6,45,SUCCESS
5892,2025-05-29 18:58:32,58924.752,3641,-557,29.6,50,SUCCESS
5893,2025-05-29 18:58:42,58934.836,3663,-450,29.6,43,SUCCESS
5894,2025-05-29 18:58:52,58944.752,3663,-449,29.6,51,SUCCESS
5895,2025-05-29 18:59:02,58954.835,3642,-540,29.6,46,SUCCESS
5896,2025-05-29 18:59:12,58964.754,3663,-449,29.6,49,SUCCESS
5897,2025-05-29 18:59:22,58974.835,3662,-451,29.6,45,SUCCESS
5898,2025-05-29 18:59:32,58984.755,3663,-467,29.6,49,SUCCESS
5899,2025-05-29 18:59:42,58994.835,3663,-473,29.6,47,SUCCESS
5900,2025-05-29 18:59:52,59004.757,3647,-533,29.6,46,SUCCESS
5901,2025-05-29 19:00:02,59014.835,3663,-449,29.6,44,SUCCESS
5902,2025-05-29 19:00:12,59024.758,3662,-451,29.6,44,SUCCESS
5903,2025-05-29 19:00:22,59034.850,3662,-449,29.6,44,SUCCESS
5904,2025-05-29 19:00:32,59044.760,3662,-448,29.6,42,SUCCESS
5905,2025-05-29 19:00:42,59054.851,3661,-537,29.6,44,SUCCESS
5906,2025-05-29 19:00:52,59064.761,3644,-538,29.6,42,SUCCESS
5907,2025-05-29 19:01:02,59074.851,3662,-516,29.6,46,SUCCESS
5908,2025-05-29 19:01:12,59084.762,3661,-452,29.6,40,SUCCESS
5909,2025-05-29 19:01:22,59094.852,3647,-467,29.6,43,SUCCESS
5910,2025-05-29 19:01:32,59104.763,3653,-517,29.6,41,SUCCESS
5911,2025-05-29 19:01:42,59114.853,3661,-452,29.6,42,SUCCESS
5912,2025-05-29 19:01:52,59124.764,3660,-535,29.6,38,SUCCESS
5913,2025-05-29 19:02:02,59134.868,3639,-531,29.6,45,SUCCESS
5914,2025-05-29 19:02:12,59144.766,3634,-589,29.6,51,SUCCESS
5915,2025-05-29 19:02:22,59154.867,3647,-507,29.6,44,SUCCESS
5916,2025-05-29 19:02:32,59164.767,3646,-520,29.6,51,SUCCESS
5917,2025-05-29 19:02:42,59174.866,3652,-500,29.6,45,SUCCESS
5918,2025-05-29 19:02:52,59184.767,3660,-454,29.6,50,SUCCESS
5919,2025-05-29 19:03:02,59194.868,3657,-454,29.6,43,SUCCESS
5920,2025-05-29 19:03:12,59204.768,3661,-448,29.6,50,SUCCESS
5921,2025-05-29 19:03:22,59214.882,3660,-451,29.6,43,SUCCESS
5922,2025-05-29 19:03:32,59224.770,3661,-450,29.6,49,SUCCESS
5923,2025-05-29 19:03:42,59234.882,3661,-451,29.6,43,SUCCESS
5924,2025-05-29 19:03:52,59244.770,3660,-451,29.6,47,SUCCESS
5925,2025-05-29 19:04:02,59254.884,3645,-530,29.6,41,SUCCESS
5926,2025-05-29 19:04:12,59264.771,3660,-451,29.6,46,SUCCESS
5927,2025-05-29 19:04:22,59274.883,3660,-449,29.6,45,SUCCESS
5928,2025-05-29 19:04:32,59284.773,3660,-451,29.6,45,SUCCESS
5929,2025-05-29 19:04:42,59294.883,3660,-449,29.6,45,SUCCESS
5930,2025-05-29 19:04:52,59304.774,3661,-451,29.6,43,SUCCESS
5931,2025-05-29 19:05:02,59314.900,3652,-543,29.6,43,SUCCESS
5932,2025-05-29 19:05:12,59324.775,3652,-526,29.6,42,SUCCESS
5933,2025-05-29 19:05:22,59334.897,3636,-541,29.6,45,SUCCESS
5934,2025-05-29 19:05:32,59344.776,3660,-450,29.6,42,SUCCESS
5935,2025-05-29 19:05:42,59354.898,3660,-450,29.6,46,SUCCESS
5936,2025-05-29 19:05:52,59364.777,3660,-450,29.6,40,SUCCESS
5937,2025-05-29 19:06:02,59374.897,3653,-494,29.6,46,SUCCESS
5938,2025-05-29 19:06:12,59384.777,3660,-448,29.6,42,SUCCESS
5939,2025-05-29 19:06:22,59394.899,3659,-451,29.6,44,SUCCESS
5940,2025-05-29 19:06:32,59404.778,3643,-513,29.6,41,SUCCESS
5941,2025-05-29 19:06:42,59414.915,3647,-535,29.6,42,SUCCESS
5942,2025-05-29 19:06:52,59424.779,3659,-451,29.6,37,SUCCESS
5943,2025-05-29 19:07:02,59434.914,3659,-451,29.6,45,SUCCESS
5944,2025-05-29 19:07:12,59444.780,3659,-451,29.6,38,SUCCESS
5945,2025-05-29 19:07:22,59454.915,3647,-521,29.6,44,SUCCESS
5946,2025-05-29 19:07:32,59464.781,3659,-452,29.6,53,SUCCESS
5947,2025-05-29 19:07:42,59474.914,3633,-519,29.6,45,SUCCESS
5948,2025-05-29 19:07:52,59484.782,3652,-532,29.6,52,SUCCESS
5949,2025-05-29 19:08:02,59494.914,3658,-452,29.6,44,SUCCESS
5950,2025-05-29 19:08:12,59504.783,3650,-527,29.6,52,SUCCESS
5951,2025-05-29 19:08:22,59514.945,3659,-451,29.6,45,SUCCESS
5952,2025-05-29 19:08:32,59524.785,3659,-450,29.7,47,SUCCESS
5953,2025-05-29 19:08:42,59534.929,3658,-461,29.6,47,SUCCESS
5954,2025-05-29 19:08:52,59544.786,3652,-514,29.6,47,SUCCESS
5955,2025-05-29 19:09:02,59554.946,3659,-453,29.6,43,SUCCESS
5956,2025-05-29 19:09:12,59564.786,3658,-451,29.7,48,SUCCESS
5957,2025-05-29 19:09:22,59574.929,3658,-452,29.6,45,SUCCESS
5958,2025-05-29 19:09:32,59584.787,3658,-450,29.6,47,SUCCESS
5959,2025-05-29 19:09:42,59594.929,3658,-451,29.6,44,SUCCESS
5960,2025-05-29 19:09:52,59604.789,3658,-452,29.6,44,SUCCESS
5961,2025-05-29 19:10:02,59614.945,3658,-450,29.6,43,SUCCESS
