Sample,DateTime,ElapsedTime,Voltage,Current,Temperature,LogRowTime(ms),LogStatus
986,2025-05-29 05:20:47,9860.457,4086,-383,27.1,42,SUCCESS
987,2025-05-29 05:20:57,9870.564,4085,-384,27.1,42,SUCCESS
988,2025-05-29 05:21:07,9880.457,4085,-386,27.1,42,SUCCESS
989,2025-05-29 05:21:17,9890.580,4085,-383,27.1,44,SUCCESS
990,2025-05-29 05:21:27,9900.459,4085,-383,27.1,42,SUCCESS
991,2025-05-29 05:21:37,9910.579,4086,-381,27.1,45,SUCCESS
992,2025-05-29 05:21:47,9920.460,4076,-478,27.1,40,SUCCESS
993,2025-05-29 05:21:57,9930.610,4085,-382,27.1,45,SUCCESS
994,2025-05-29 05:22:07,9940.460,4084,-383,27.1,39,SUCCESS
995,2025-05-29 05:22:17,9950.565,4084,-383,27.1,44,SUCCESS
996,2025-05-29 05:22:27,9960.461,4064,-453,27.1,39,SUCCESS
997,2025-05-29 05:22:37,9970.580,4084,-384,27.1,45,SUCCESS
998,2025-05-29 05:22:47,9980.462,4084,-382,27.1,37,SUCCESS
999,2025-05-29 05:22:57,9990.579,4083,-383,27.1,44,SUCCESS
1000,2025-05-29 05:23:07,10000.462,4083,-390,27.0,36,SUCCESS
1001,2025-05-29 05:23:17,10010.611,4077,-450,27.1,46,SUCCESS
1002,2025-05-29 05:23:27,10020.463,4076,-433,27.1,52,SUCCESS
1003,2025-05-29 05:23:37,10030.596,4083,-384,27.1,46,SUCCESS
1004,2025-05-29 05:23:47,10040.464,4083,-384,27.1,50,SUCCESS
1005,2025-05-29 05:23:57,10050.626,4083,-384,27.1,47,SUCCESS
1006,2025-05-29 05:24:07,10060.465,4083,-384,27.1,51,SUCCESS
1007,2025-05-29 05:24:17,10070.627,4082,-384,27.1,45,SUCCESS
1008,2025-05-29 05:24:27,10080.465,4083,-384,27.1,50,SUCCESS
1009,2025-05-29 05:24:37,10090.580,4080,-442,27.1,45,SUCCESS
1010,2025-05-29 05:24:47,10100.466,4082,-384,27.1,49,SUCCESS
1011,2025-05-29 05:24:57,10110.595,4072,-441,27.1,45,SUCCESS
1012,2025-05-29 05:25:07,10120.467,4081,-383,27.1,49,SUCCESS
1013,2025-05-29 05:25:17,10130.659,4082,-383,27.1,42,SUCCESS
1014,2025-05-29 05:25:27,10140.467,4082,-382,27.0,48,SUCCESS
1015,2025-05-29 05:25:37,10150.611,4070,-440,27.0,45,SUCCESS
1016,2025-05-29 05:25:47,10160.469,4081,-383,27.0,46,SUCCESS
1017,2025-05-29 05:25:57,10170.612,4076,-401,27.0,44,SUCCESS
1018,2025-05-29 05:26:07,10180.470,4081,-411,27.0,46,SUCCESS
1019,2025-05-29 05:26:17,10190.611,4078,-450,27.0,46,SUCCESS
1020,2025-05-29 05:26:27,10200.471,4081,-383,27.0,44,SUCCESS
1021,2025-05-29 05:26:37,10210.627,4066,-421,27.1,44,SUCCESS
1022,2025-05-29 05:26:47,10220.472,4081,-382,27.1,44,SUCCESS
1023,2025-05-29 05:26:57,10230.595,4080,-385,27.1,46,SUCCESS
1024,2025-05-29 05:27:07,10240.473,4068,-443,27.1,42,SUCCESS
1025,2025-05-29 05:27:18,10250.673,4061,-465,27.1,45,SUCCESS
1026,2025-05-29 05:27:27,10260.474,4079,-386,27.1,40,SUCCESS
1027,2025-05-29 05:27:37,10270.612,4080,-385,27.1,42,SUCCESS
1028,2025-05-29 05:27:47,10280.474,4080,-384,27.1,41,SUCCESS
1029,2025-05-29 05:27:57,10290.612,4079,-385,27.1,44,SUCCESS
1030,2025-05-29 05:28:07,10300.475,4079,-447,27.1,40,SUCCESS
1031,2025-05-29 05:28:18,10310.674,4061,-473,27.1,44,SUCCESS
1032,2025-05-29 05:28:27,10320.476,4062,-464,27.1,39,SUCCESS
1033,2025-05-29 05:28:37,10330.626,4079,-383,27.1,45,SUCCESS
1034,2025-05-29 05:28:47,10340.477,4079,-385,27.1,39,SUCCESS
1035,2025-05-29 05:28:57,10350.642,4079,-382,27.1,46,SUCCESS
1036,2025-05-29 05:29:07,10360.478,4061,-456,27.1,37,SUCCESS
1037,2025-05-29 05:29:17,10370.628,4069,-440,27.1,44,SUCCESS
1038,2025-05-29 05:29:27,10380.479,4071,-444,27.1,53,SUCCESS
1039,2025-05-29 05:29:38,10390.674,4078,-386,27.1,44,SUCCESS
1040,2025-05-29 05:29:47,10400.480,4056,-444,27.1,50,SUCCESS
1041,2025-05-29 05:29:57,10410.658,4077,-385,27.1,45,SUCCESS
1042,2025-05-29 05:30:07,10420.481,4071,-460,27.1,52,SUCCESS
1043,2025-05-29 05:30:17,10430.626,4055,-470,27.1,46,SUCCESS
1044,2025-05-29 05:30:27,10440.482,4078,-385,27.1,49,SUCCESS
1045,2025-05-29 05:30:38,10450.689,4077,-414,27.1,45,SUCCESS
1046,2025-05-29 05:30:47,10460.483,4076,-444,27.1,48,SUCCESS
1047,2025-05-29 05:30:57,10470.659,4071,-451,27.1,43,SUCCESS
1048,2025-05-29 05:31:07,10480.484,4069,-459,27.1,50,SUCCESS
1049,2025-05-29 05:31:17,10490.626,4070,-439,27.1,47,SUCCESS
1050,2025-05-29 05:31:27,10500.485,4077,-384,27.1,47,SUCCESS
1051,2025-05-29 05:31:37,10510.642,4075,-454,27.1,46,SUCCESS
1052,2025-05-29 05:31:47,10520.486,4076,-407,27.1,46,SUCCESS
1053,2025-05-29 05:31:58,10530.689,4060,-450,27.1,45,SUCCESS
1054,2025-05-29 05:32:07,10540.488,4076,-386,27.1,44,SUCCESS
1055,2025-05-29 05:32:17,10550.658,4055,-449,27.1,44,SUCCESS
1056,2025-05-29 05:32:27,10560.488,4069,-444,27.1,43,SUCCESS
1057,2025-05-29 05:32:38,10570.690,4060,-447,27.1,45,SUCCESS
1058,2025-05-29 05:32:47,10580.489,4075,-384,27.1,42,SUCCESS
1059,2025-05-29 05:32:57,10590.659,4057,-443,27.1,43,SUCCESS
1060,2025-05-29 05:33:07,10600.491,4072,-442,27.1,42,SUCCESS
1061,2025-05-29 05:33:18,10610.674,4061,-431,27.1,46,SUCCESS
1062,2025-05-29 05:33:27,10620.492,4074,-386,27.1,39,SUCCESS
1063,2025-05-29 05:33:38,10630.674,4074,-387,27.1,45,SUCCESS
1064,2025-05-29 05:33:47,10640.494,4071,-430,27.1,38,SUCCESS
1065,2025-05-29 05:33:58,10650.673,4074,-386,27.1,45,SUCCESS
1066,2025-05-29 05:34:07,10660.494,4063,-410,27.1,38,SUCCESS
1067,2025-05-29 05:34:18,10670.673,4055,-412,27.1,46,SUCCESS
1068,2025-05-29 05:34:27,10680.495,4074,-384,27.1,52,SUCCESS
1069,2025-05-29 05:34:37,10690.658,4053,-451,27.1,45,SUCCESS
1070,2025-05-29 05:34:47,10700.495,4065,-453,27.1,52,SUCCESS
1071,2025-05-29 05:34:57,10710.657,4073,-389,27.1,44,SUCCESS
1072,2025-05-29 05:35:07,10720.496,4073,-448,27.1,50,SUCCESS
1073,2025-05-29 05:35:18,10730.705,4073,-389,27.1,45,SUCCESS
1074,2025-05-29 05:35:27,10740.497,4062,-468,27.2,49,SUCCESS
1075,2025-05-29 05:35:38,10750.675,4073,-386,27.1,42,SUCCESS
1076,2025-05-29 05:35:47,10760.499,4073,-385,27.1,47,SUCCESS
1077,2025-05-29 05:35:58,10770.736,4073,-385,27.2,44,SUCCESS
1078,2025-05-29 05:36:07,10780.499,4073,-387,27.2,47,SUCCESS
1079,2025-05-29 05:36:18,10790.690,4073,-425,27.2,43,SUCCESS
1080,2025-05-29 05:36:27,10800.500,4060,-453,27.2,46,SUCCESS
1081,2025-05-29 05:36:38,10810.673,4072,-386,27.2,47,SUCCESS
1082,2025-05-29 05:36:47,10820.501,4073,-408,27.1,45,SUCCESS
1083,2025-05-29 05:36:58,10830.690,4062,-395,27.2,44,SUCCESS
1084,2025-05-29 05:37:07,10840.503,4069,-456,27.2,44,SUCCESS
1085,2025-05-29 05:37:18,10850.704,4048,-467,27.2,46,SUCCESS
1086,2025-05-29 05:37:27,10860.504,4071,-387,27.2,42,SUCCESS
1087,2025-05-29 05:37:38,10870.688,4071,-386,27.2,46,SUCCESS
1088,2025-05-29 05:37:47,10880.505,4071,-386,27.2,42,SUCCESS
1089,2025-05-29 05:37:58,10890.705,4071,-396,27.2,46,SUCCESS
1090,2025-05-29 05:38:07,10900.506,4053,-443,27.2,42,SUCCESS
1091,2025-05-29 05:38:18,10910.706,4071,-386,27.2,44,SUCCESS
1092,2025-05-29 05:38:27,10920.506,4070,-401,27.2,42,SUCCESS
1093,2025-05-29 05:38:38,10930.690,4070,-417,27.2,45,SUCCESS
1094,2025-05-29 05:38:47,10940.507,4059,-452,27.2,40,SUCCESS
1095,2025-05-29 05:38:58,10950.690,4070,-386,27.2,45,SUCCESS
1096,2025-05-29 05:39:07,10960.507,4053,-464,27.2,39,SUCCESS
1097,2025-05-29 05:39:18,10970.690,4059,-449,27.2,44,SUCCESS
1098,2025-05-29 05:39:27,10980.508,4063,-459,27.2,41,SUCCESS
1099,2025-05-29 05:39:38,10990.721,4069,-386,27.2,44,SUCCESS
1100,2025-05-29 05:39:47,11000.509,4069,-387,27.2,38,SUCCESS
1101,2025-05-29 05:39:58,11010.784,4069,-386,27.2,44,SUCCESS
1102,2025-05-29 05:40:07,11020.509,4070,-388,27.2,39,SUCCESS
1103,2025-05-29 05:40:18,11030.721,4061,-473,27.2,43,SUCCESS
1104,2025-05-29 05:40:27,11040.509,4069,-386,27.2,38,SUCCESS
1105,2025-05-29 05:40:38,11050.706,4047,-449,27.2,44,SUCCESS
1106,2025-05-29 05:40:47,11060.510,4056,-462,27.2,52,SUCCESS
1107,2025-05-29 05:40:58,11070.705,4068,-386,27.2,46,SUCCESS
1108,2025-05-29 05:41:07,11080.512,4068,-387,27.2,51,SUCCESS
1109,2025-05-29 05:41:18,11090.753,4068,-389,27.2,43,SUCCESS
1110,2025-05-29 05:41:27,11100.512,4068,-393,27.2,51,SUCCESS
1111,2025-05-29 05:41:38,11110.767,4058,-451,27.2,45,SUCCESS
1112,2025-05-29 05:41:47,11120.513,4068,-386,27.2,50,SUCCESS
1113,2025-05-29 05:41:58,11130.720,4068,-386,27.2,45,SUCCESS
1114,2025-05-29 05:42:07,11140.515,4050,-458,27.2,47,SUCCESS
1115,2025-05-29 05:42:18,11150.719,4067,-387,27.2,44,SUCCESS
1116,2025-05-29 05:42:27,11160.516,4068,-384,27.2,45,SUCCESS
1117,2025-05-29 05:42:38,11170.767,4046,-457,27.2,44,SUCCESS
1118,2025-05-29 05:42:47,11180.518,4067,-386,27.2,44,SUCCESS
1119,2025-05-29 05:42:58,11190.752,4067,-385,27.2,45,SUCCESS
1120,2025-05-29 05:43:07,11200.518,4067,-431,27.2,46,SUCCESS
1121,2025-05-29 05:43:18,11210.735,4067,-385,27.2,45,SUCCESS
1122,2025-05-29 05:43:27,11220.519,4066,-405,27.2,43,SUCCESS
1123,2025-05-29 05:43:38,11230.782,4067,-386,27.2,46,SUCCESS
1124,2025-05-29 05:43:47,11240.520,4066,-387,27.2,42,SUCCESS
1125,2025-05-29 05:43:58,11250.736,4067,-385,27.2,45,SUCCESS
1126,2025-05-29 05:44:07,11260.521,4064,-446,27.2,41,SUCCESS
1127,2025-05-29 05:44:18,11270.737,4066,-387,27.2,44,SUCCESS
1128,2025-05-29 05:44:27,11280.522,4065,-386,27.2,41,SUCCESS
1129,2025-05-29 05:44:38,11290.753,4061,-472,27.2,44,SUCCESS
1130,2025-05-29 05:44:47,11300.522,4065,-386,27.2,40,SUCCESS
1131,2025-05-29 05:44:58,11310.782,4058,-443,27.2,44,SUCCESS
1132,2025-05-29 05:45:07,11320.524,4046,-469,27.2,39,SUCCESS
1133,2025-05-29 05:45:18,11330.734,4065,-386,27.2,44,SUCCESS
1134,2025-05-29 05:45:27,11340.524,4053,-467,27.2,38,SUCCESS
1135,2025-05-29 05:45:38,11350.751,4065,-385,27.2,46,SUCCESS
1136,2025-05-29 05:45:47,11360.526,4055,-448,27.2,51,SUCCESS
1137,2025-05-29 05:45:58,11370.753,4065,-386,27.2,42,SUCCESS
1138,2025-05-29 05:46:07,11380.527,4065,-388,27.3,52,SUCCESS
1139,2025-05-29 05:46:18,11390.751,4064,-387,27.3,45,SUCCESS
1140,2025-05-29 05:46:27,11400.528,4060,-455,27.3,50,SUCCESS
1141,2025-05-29 05:46:38,11410.752,4064,-386,27.3,45,SUCCESS
1142,2025-05-29 05:46:47,11420.530,4047,-455,27.3,48,SUCCESS
1143,2025-05-29 05:46:58,11430.751,4064,-386,27.3,46,SUCCESS
1144,2025-05-29 05:47:07,11440.531,4064,-386,27.3,47,SUCCESS
1145,2025-05-29 05:47:18,11450.751,4040,-496,27.3,46,SUCCESS
1146,2025-05-29 05:47:27,11460.533,4059,-391,27.3,43,SUCCESS
1147,2025-05-29 05:47:38,11470.752,4064,-386,27.3,44,SUCCESS
1148,2025-05-29 05:47:47,11480.534,4063,-386,27.2,44,SUCCESS
1149,2025-05-29 05:47:58,11490.781,4063,-397,27.2,46,SUCCESS
1150,2025-05-29 05:48:07,11500.535,4063,-385,27.2,42,SUCCESS
1151,2025-05-29 05:48:18,11510.767,4063,-386,27.2,46,SUCCESS
1152,2025-05-29 05:48:27,11520.536,4063,-384,27.2,41,SUCCESS
1153,2025-05-29 05:48:38,11530.751,4063,-386,27.2,44,SUCCESS
1154,2025-05-29 05:48:47,11540.537,4063,-386,27.2,41,SUCCESS
1155,2025-05-29 05:48:58,11550.767,4062,-387,27.2,46,SUCCESS
1156,2025-05-29 05:49:07,11560.538,4063,-386,27.3,40,SUCCESS
1157,2025-05-29 05:49:18,11570.767,4063,-387,27.3,46,SUCCESS
1158,2025-05-29 05:49:27,11580.539,4062,-386,27.3,39,SUCCESS
1159,2025-05-29 05:49:38,11590.782,4062,-385,27.3,44,SUCCESS
1160,2025-05-29 05:49:47,11600.540,4052,-466,27.3,37,SUCCESS
1161,2025-05-29 05:49:58,11610.767,4051,-443,27.3,45,SUCCESS
1162,2025-05-29 05:50:07,11620.541,4062,-385,27.3,54,SUCCESS
1163,2025-05-29 05:50:18,11630.768,4062,-386,27.3,45,SUCCESS
1164,2025-05-29 05:50:27,11640.541,4050,-395,27.3,52,SUCCESS
1165,2025-05-29 05:50:38,11650.815,4062,-386,27.3,44,SUCCESS
1166,2025-05-29 05:50:47,11660.542,4061,-386,27.3,51,SUCCESS
1167,2025-05-29 05:50:58,11670.799,4059,-452,27.2,44,SUCCESS
1168,2025-05-29 05:51:07,11680.543,4053,-454,27.2,51,SUCCESS
1169,2025-05-29 05:51:18,11690.813,4061,-386,27.2,44,SUCCESS
1170,2025-05-29 05:51:27,11700.544,4061,-387,27.2,50,SUCCESS
1171,2025-05-29 05:51:38,11710.782,4060,-385,27.2,45,SUCCESS
1172,2025-05-29 05:51:47,11720.544,4057,-389,27.2,50,SUCCESS
1173,2025-05-29 05:51:58,11730.814,4046,-443,27.2,44,SUCCESS
1174,2025-05-29 05:52:07,11740.545,4061,-386,27.2,49,SUCCESS
1175,2025-05-29 05:52:18,11750.799,4040,-468,27.2,44,SUCCESS
1176,2025-05-29 05:52:27,11760.546,4060,-386,27.2,46,SUCCESS
1177,2025-05-29 05:52:38,11770.798,4059,-386,27.2,45,SUCCESS
1178,2025-05-29 05:52:47,11780.546,4050,-471,27.2,48,SUCCESS
1179,2025-05-29 05:52:58,11790.782,4060,-385,27.2,46,SUCCESS
1180,2025-05-29 05:53:07,11800.547,4056,-446,27.2,47,SUCCESS
1181,2025-05-29 05:53:18,11810.798,4053,-441,27.2,45,SUCCESS
1182,2025-05-29 05:53:27,11820.548,4056,-401,27.2,46,SUCCESS
1183,2025-05-29 05:53:38,11830.828,4059,-387,27.1,46,SUCCESS
1184,2025-05-29 05:53:47,11840.549,4049,-456,27.2,45,SUCCESS
1185,2025-05-29 05:53:58,11850.814,4052,-450,27.1,44,SUCCESS
1186,2025-05-29 05:54:07,11860.550,4059,-385,27.1,43,SUCCESS
1187,2025-05-29 05:54:18,11870.799,4058,-387,27.1,44,SUCCESS
1188,2025-05-29 05:54:27,11880.551,4059,-386,27.1,42,SUCCESS
1189,2025-05-29 05:54:38,11890.798,4037,-452,27.1,44,SUCCESS
1190,2025-05-29 05:54:47,11900.553,4043,-434,27.1,40,SUCCESS
1191,2025-05-29 05:54:58,11910.815,4058,-387,27.1,43,SUCCESS
1192,2025-05-29 05:55:07,11920.555,4058,-386,27.1,38,SUCCESS
1193,2025-05-29 05:55:18,11930.860,4058,-385,27.1,44,SUCCESS
1194,2025-05-29 05:55:27,11940.555,4058,-386,27.1,38,SUCCESS
1195,2025-05-29 05:55:38,11950.830,4057,-387,27.1,44,SUCCESS
1196,2025-05-29 05:55:47,11960.556,4049,-466,27.1,53,SUCCESS
1197,2025-05-29 05:55:58,11970.830,4038,-449,27.1,43,SUCCESS
1198,2025-05-29 05:56:07,11980.557,4057,-386,27.1,50,SUCCESS
1199,2025-05-29 05:56:18,11990.829,4057,-388,27.1,41,SUCCESS
1200,2025-05-29 05:56:27,12000.559,4050,-473,27.1,50,SUCCESS
1201,2025-05-29 05:56:38,12010.813,4057,-386,27.1,46,SUCCESS
1202,2025-05-29 05:56:47,12020.559,4056,-386,27.1,50,SUCCESS
1203,2025-05-29 05:56:58,12030.812,4056,-386,27.1,46,SUCCESS
1204,2025-05-29 05:57:07,12040.560,4056,-386,27.1,48,SUCCESS
1205,2025-05-29 05:57:18,12050.830,4033,-491,27.1,45,SUCCESS
1206,2025-05-29 05:57:27,12060.562,4033,-498,27.1,47,SUCCESS
1207,2025-05-29 05:57:38,12070.845,4035,-465,27.1,44,SUCCESS
1208,2025-05-29 05:57:47,12080.563,4055,-386,27.1,46,SUCCESS
1209,2025-05-29 05:57:58,12090.830,4055,-387,27.1,46,SUCCESS
1210,2025-05-29 05:58:07,12100.564,4055,-388,27.1,45,SUCCESS
1211,2025-05-29 05:58:18,12110.860,4055,-386,27.1,45,SUCCESS
1212,2025-05-29 05:58:27,12120.566,4041,-439,27.1,44,SUCCESS
1213,2025-05-29 05:58:38,12130.831,4055,-389,27.1,44,SUCCESS
1214,2025-05-29 05:58:47,12140.567,4055,-387,27.2,42,SUCCESS
1215,2025-05-29 05:58:58,12150.829,4055,-387,27.1,46,SUCCESS
1216,2025-05-29 05:59:07,12160.569,4055,-386,27.1,39,SUCCESS
1217,2025-05-29 05:59:18,12170.846,4032,-468,27.2,45,SUCCESS
1218,2025-05-29 05:59:27,12180.571,4055,-387,27.2,37,SUCCESS
1219,2025-05-29 05:59:38,12190.846,4054,-387,27.2,44,SUCCESS
1220,2025-05-29 05:59:47,12200.572,4054,-418,27.2,51,SUCCESS
1221,2025-05-29 05:59:58,12210.860,4054,-387,27.2,44,SUCCESS
1222,2025-05-29 06:00:07,12220.572,4054,-388,27.2,52,SUCCESS
1223,2025-05-29 06:00:18,12230.861,4054,-386,27.2,43,SUCCESS
1224,2025-05-29 06:00:27,12240.574,4054,-386,27.2,50,SUCCESS
1225,2025-05-29 06:00:38,12250.844,4053,-387,27.2,45,SUCCESS
1226,2025-05-29 06:00:47,12260.576,4051,-438,27.2,47,SUCCESS
1227,2025-05-29 06:00:58,12270.844,4053,-387,27.2,44,SUCCESS
1228,2025-05-29 06:01:07,12280.577,4039,-440,27.2,48,SUCCESS
1229,2025-05-29 06:01:18,12290.876,4053,-388,27.2,44,SUCCESS
1230,2025-05-29 06:01:27,12300.578,4053,-388,27.2,48,SUCCESS
1231,2025-05-29 06:01:38,12310.878,4043,-462,27.2,43,SUCCESS
1232,2025-05-29 06:01:47,12320.579,4053,-387,27.2,46,SUCCESS
1233,2025-05-29 06:01:58,12330.862,4046,-473,27.2,45,SUCCESS
1234,2025-05-29 06:02:07,12340.580,4052,-431,27.2,45,SUCCESS
1235,2025-05-29 06:02:18,12350.877,4052,-410,27.2,43,SUCCESS
1236,2025-05-29 06:02:27,12360.581,4033,-425,27.2,44,SUCCESS
1237,2025-05-29 06:02:38,12370.877,4052,-386,27.2,44,SUCCESS
1238,2025-05-29 06:02:47,12380.581,4051,-386,27.2,44,SUCCESS
1239,2025-05-29 06:02:58,12390.878,4039,-450,27.2,43,SUCCESS
1240,2025-05-29 06:03:07,12400.582,4052,-423,27.2,42,SUCCESS
1241,2025-05-29 06:03:18,12410.861,4051,-390,27.2,45,SUCCESS
1242,2025-05-29 06:03:27,12420.583,4051,-388,27.2,43,SUCCESS
1243,2025-05-29 06:03:38,12430.878,4051,-389,27.2,42,SUCCESS
1244,2025-05-29 06:03:47,12440.584,4051,-388,27.2,42,SUCCESS
1245,2025-05-29 06:03:58,12450.860,4051,-387,27.2,45,SUCCESS
1246,2025-05-29 06:04:07,12460.584,4051,-388,27.2,42,SUCCESS
1247,2025-05-29 06:04:18,12470.877,4030,-464,27.2,45,SUCCESS
1248,2025-05-29 06:04:27,12480.586,4035,-467,27.2,40,SUCCESS
1249,2025-05-29 06:04:38,12490.923,4050,-392,27.2,45,SUCCESS
1250,2025-05-29 06:04:47,12500.587,4039,-461,27.2,38,SUCCESS
1251,2025-05-29 06:04:58,12510.891,4050,-388,27.2,45,SUCCESS
1252,2025-05-29 06:05:07,12520.587,4037,-461,27.2,38,SUCCESS
1253,2025-05-29 06:05:18,12530.907,4049,-390,27.2,45,SUCCESS
1254,2025-05-29 06:05:27,12540.589,4047,-424,27.2,51,SUCCESS
1255,2025-05-29 06:05:38,12550.877,4043,-445,27.2,45,SUCCESS
1256,2025-05-29 06:05:47,12560.591,4050,-387,27.2,50,SUCCESS
1257,2025-05-29 06:05:58,12570.876,4029,-410,27.2,45,SUCCESS
1258,2025-05-29 06:06:07,12580.591,4050,-387,27.2,49,SUCCESS
1259,2025-05-29 06:06:18,12590.877,4049,-387,27.2,45,SUCCESS
1260,2025-05-29 06:06:27,12600.592,4044,-440,27.2,47,SUCCESS
1261,2025-05-29 06:06:38,12610.892,4049,-388,27.2,44,SUCCESS
1262,2025-05-29 06:06:47,12620.593,4049,-389,27.2,49,SUCCESS
1263,2025-05-29 06:06:58,12630.938,4049,-402,27.2,47,SUCCESS
1264,2025-05-29 06:07:07,12640.595,4042,-460,27.2,46,SUCCESS
1265,2025-05-29 06:07:18,12650.939,4046,-399,27.2,46,SUCCESS
1266,2025-05-29 06:07:27,12660.595,4049,-393,27.2,46,SUCCESS
1267,2025-05-29 06:07:38,12670.908,4048,-388,27.2,44,SUCCESS
1268,2025-05-29 06:07:47,12680.595,4048,-386,27.2,43,SUCCESS
1269,2025-05-29 06:07:58,12690.908,4036,-445,27.2,43,SUCCESS
1270,2025-05-29 06:08:07,12700.596,4048,-388,27.2,45,SUCCESS
1271,2025-05-29 06:08:18,12710.923,4047,-388,27.2,44,SUCCESS
1272,2025-05-29 06:08:27,12720.597,4047,-389,27.2,42,SUCCESS
1273,2025-05-29 06:08:38,12730.908,4048,-388,27.2,45,SUCCESS
1274,2025-05-29 06:08:47,12740.597,4047,-389,27.2,44,SUCCESS
1275,2025-05-29 06:08:58,12750.971,4048,-386,27.2,45,SUCCESS
1276,2025-05-29 06:09:07,12760.599,4039,-464,27.2,43,SUCCESS
1277,2025-05-29 06:09:18,12770.925,4039,-472,27.2,45,SUCCESS
1278,2025-05-29 06:09:27,12780.599,4046,-389,27.2,41,SUCCESS
1279,2025-05-29 06:09:38,12790.907,4046,-388,27.2,45,SUCCESS
1280,2025-05-29 06:09:47,12800.600,4036,-443,27.2,41,SUCCESS
1281,2025-05-29 06:09:58,12810.908,4046,-389,27.2,43,SUCCESS
1282,2025-05-29 06:10:07,12820.601,4046,-388,27.2,38,SUCCESS
1283,2025-05-29 06:10:18,12830.923,4046,-388,27.2,46,SUCCESS
1284,2025-05-29 06:10:27,12840.602,4046,-389,27.2,38,SUCCESS
1285,2025-05-29 06:10:38,12850.923,4043,-444,27.2,45,SUCCESS
1286,2025-05-29 06:10:47,12860.603,4046,-387,27.2,38,SUCCESS
1287,2025-05-29 06:10:58,12870.970,4046,-419,27.2,47,SUCCESS
1288,2025-05-29 06:11:07,12880.604,4046,-388,27.2,53,SUCCESS
1289,2025-05-29 06:11:18,12890.971,4034,-448,27.2,45,SUCCESS
1290,2025-05-29 06:11:27,12900.605,4045,-387,27.2,52,SUCCESS
1291,2025-05-29 06:11:38,12910.925,4027,-447,27.2,43,SUCCESS
1292,2025-05-29 06:11:47,12920.605,4045,-389,27.2,52,SUCCESS
1293,2025-05-29 06:11:58,12930.924,4045,-389,27.2,45,SUCCESS
1294,2025-05-29 06:12:07,12940.607,4044,-389,27.2,48,SUCCESS
1295,2025-05-29 06:12:18,12950.937,4045,-387,27.2,46,SUCCESS
1296,2025-05-29 06:12:27,12960.607,4045,-387,27.3,49,SUCCESS
1297,2025-05-29 06:12:38,12970.969,4044,-389,27.3,44,SUCCESS
1298,2025-05-29 06:12:47,12980.608,4044,-388,27.3,46,SUCCESS
1299,2025-05-29 06:12:58,12990.955,4045,-387,27.3,43,SUCCESS
1300,2025-05-29 06:13:07,13000.609,4045,-386,27.3,47,SUCCESS
1301,2025-05-29 06:13:18,13010.954,4044,-387,27.3,45,SUCCESS
1302,2025-05-29 06:13:27,13020.610,4022,-430,27.3,45,SUCCESS
1303,2025-05-29 06:13:38,13030.938,4025,-456,27.3,45,SUCCESS
1304,2025-05-29 06:13:47,13040.611,4043,-388,27.3,44,SUCCESS
1305,2025-05-29 06:13:58,13050.956,4043,-388,27.3,44,SUCCESS
1306,2025-05-29 06:14:07,13060.612,4043,-390,27.3,44,SUCCESS
1307,2025-05-29 06:14:18,13070.970,4029,-416,27.3,45,SUCCESS
1308,2025-05-29 06:14:27,13080.614,4043,-388,27.3,42,SUCCESS
1309,2025-05-29 06:14:38,13090.970,4042,-391,27.3,47,SUCCESS
1310,2025-05-29 06:14:47,13100.615,4028,-468,27.3,41,SUCCESS
1311,2025-05-29 06:14:58,13110.939,4025,-448,27.3,45,SUCCESS
1312,2025-05-29 06:15:07,13120.615,4042,-389,27.3,41,SUCCESS
1313,2025-05-29 06:15:18,13130.970,4043,-387,27.3,45,SUCCESS
1314,2025-05-29 06:15:27,13140.615,4041,-390,27.3,41,SUCCESS
1315,2025-05-29 06:15:38,13150.954,4042,-389,27.3,45,SUCCESS
1316,2025-05-29 06:15:47,13160.616,4022,-478,27.3,39,SUCCESS
1317,2025-05-29 06:15:58,13170.955,4040,-424,27.3,44,SUCCESS
1318,2025-05-29 06:16:07,13180.618,4041,-389,27.3,36,SUCCESS
1319,2025-05-29 06:16:18,13190.986,4041,-390,27.3,44,SUCCESS
1320,2025-05-29 06:16:27,13200.619,4034,-456,27.3,52,SUCCESS
1321,2025-05-29 06:16:38,13210.971,4030,-452,27.3,42,SUCCESS
1322,2025-05-29 06:16:47,13220.621,4041,-390,27.3,52,SUCCESS
1323,2025-05-29 06:16:58,13230.970,4020,-473,27.3,45,SUCCESS
1324,2025-05-29 06:17:07,13240.623,4040,-390,27.3,48,SUCCESS
1325,2025-05-29 06:17:18,13250.955,4040,-391,27.3,45,SUCCESS
1326,2025-05-29 06:17:27,13260.623,4023,-502,27.3,49,SUCCESS
1327,2025-05-29 06:17:38,13270.954,4041,-401,27.3,45,SUCCESS
1328,2025-05-29 06:17:47,13280.625,4039,-391,27.3,47,SUCCESS
1329,2025-05-29 06:17:58,13290.985,4036,-395,27.3,46,SUCCESS
1330,2025-05-29 06:18:07,13300.625,4027,-445,27.3,47,SUCCESS
1331,2025-05-29 06:18:18,13310.970,4019,-469,27.3,46,SUCCESS
1332,2025-05-29 06:18:27,13320.627,4039,-392,27.3,45,SUCCESS
1333,2025-05-29 06:18:38,13330.985,4040,-388,27.3,45,SUCCESS
1334,2025-05-29 06:18:47,13340.628,4028,-470,27.3,43,SUCCESS
